Category,Unique Value,Keep
Additional_Information,"Sample Description: mouse adrenal gland
Expected Molecules: small metabolites",
Sample_Growth_Conditions,Cerebellum,
Organism_Part,knee,
Sample_Stabilisation,"Fresh frozen, SCEM embedding, tape transfer",
Organism,Pig,
Organism_Part,Cartilage,
Condition,PVDF,
Sample_Growth_Conditions,A7,
Condition,GTTP,
Organism,Allium Cepa,
Condition,Native,
Organism,P. lima,
Organism_Part,Brain (CSF),
Organism,Pseudomonas putida | Pseudomonas savastanoi,
Sample_Growth_Conditions,Cultured 2D,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-11-15_DDN_PputPsav_200x200_100x200,
Additional_Information,P. putida RW10s2 vs P. savastanoi 722,
Tissue_Modification,derivatization BTA,
Organism,persimmon,
Sample_Growth_Conditions,rotting,
Organism,Atta sexdens,
Organism,blueberry,
Organism_Part,oral squamous cell carcinoma,
MALDI_Matrix,"2,5-dihydroxy benzoic acid (DHB)",
Organism_Part,tumor-adjacent tissue,
Condition,TB Granuloma,
Organism,carrot,
Sample_Growth_Conditions,sprouting,
Organism_Part,Nodule,
Organism,Potato,
Sample_Growth_Conditions,NW,
Organism,Cotton (Gossypium L.),
Organism_Part,"cotton ovules sampled at -1.5 DPA, -1 DPA, 0 DPA, 1 DPA, 3 DPA, 4 DPA, and 5 DPA",
Sample_Growth_Conditions,climate chamber,
Sample_Stabilisation,Freshly harvested,
Tissue_Modification,Ammonium Formate wash,
Organism,Kiwi berry,
Organism_Part,"globular embryos,torpedo embryos,cotyledonary embryos,callus_1,callus_2",
Organism,tumor spheroids,
Organism_Part,spheroids,
Sample_Stabilisation,gelatin,
Organism,Food grade garlic,
Sample_Growth_Conditions,"supermarket, peeled",
MALDI_Matrix,Au,
Condition,infected,
Condition,P27,
Organism_Part,Tooth,
Organism_Part,Bone and tooth,
Organism_Part,Bone,
Organism,Mice,
Additional_Information,"Sample 5J replicate, m/z range 100-1500, 90:10 MeOH:H2O, 3 µl/min, N2 7bar, IT 100, S-lens 100, 5kV",
Condition,Constructed wetland,
Analyzer,FT-ICR,
Sample_Stabilisation,tape mounted fracturing,
Organism,Arabidopsis,
MALDI_Matrix,DHB/CHCA,
Tissue_Modification,Derivatization by betaine,
Organism,Drosophila larvae,
Sample_Growth_Conditions,none,
Organism_Part,Omentum,
Condition,Co-culture,
Sample_Growth_Conditions,Cultured 3D in 1% agarose + DMEM media,
MALDI_Matrix,ice,
Organism,Nicotiana nesophila,
MALDI_Matrix_Application,HCCA,
Condition,patient #7,
Condition,mature,
Sample_Growth_Conditions,Cultured 3D,
Condition,mac_P7_control,
Organism,Livers ,
Condition,Myasthenia gravis experimental animal EAMG,
Sample_Growth_Conditions,Leflunomide (LEF) preparations intravenous administration in EAMG then freshly harvested.,
Organism_Part,nodules,
Organism_Part,lung,
Condition,different,
Sample_Stabilisation,Sucrose,
MALDI_Matrix,Ice and Sucrose,
Sample_Stabilisation,Fresh Frozen,
Sample_Stabilisation,Sucrose Frozen,
Sample_Stabilisation,microflidic chip,
Condition,96 hrs,
Sample_Stabilisation,3.75% HPMC and 1.25% PVP embedded,
Condition,diseased,
Sample_Growth_Conditions,14 days infection,
Sample_Growth_Conditions,20 days infection,
MALDI_Matrix,ZSA,
Organism,Monkey,
Organism_Part,retina,
MALDI_Matrix_Application,Sputtering,
Organism_Part,Small intestine,
Sample_Growth_Conditions,naive,
Organism,Mouse Brain,
MALDI_Matrix,"2′,5′-Dihydroxyacetophenone (DHAP)",
Condition,untreated,
Condition,"control, GT derivatization included in search",
Sample_Stabilisation,HPMC,
Tissue_Modification,GT derivatization,
Condition,024_control_35um,
Condition,drug trated,
Organism,microbes,
Condition,MN08,
Condition,MF09,
Condition,SF01,
Condition,LN05,
Condition,SF14,
Condition,SF11,
Condition,LN02,
Condition,LN01,
Condition,LF08,
Condition,LF06,
Condition,LF03,
Organism,Canine,
Condition,Sarcoma,
Sample_Growth_Conditions,Flash-Frozen ,
Analyzer,Synapt,
Additional_Information,Attempt 2 at Waters Centroid Data,
Organism,Galleria mallonella,
Sample_Stabilisation,FFPE vs Fresh frozen,
Condition,"6724, 35um, very right",
Condition,"6724, right",
Condition,"6724, left",
Condition,ref_for_S-1905-017720,
Condition,"S-1905-017720, right",
Condition,S-1905-017720,
Condition,"right_0734, 50um",
Condition,"left_0734, 50um",
Condition,024_control,
Condition,024_control_right_50um,
Condition,024_control_left_50um,
MALDI_Matrix,4-Nitroaniline,
MALDI_Matrix,5-Chloro-2-mercaptobenzothiazole,
Organism,Lemna minor,
Organism_Part,Frond,
MALDI_Matrix,"2,5-dihydroxyacetophenone (DHAP)/Gold Sputter",
Condition,0922 ,
Condition,"0922 , didn't pass QC",
Condition,reference_for_0922,
Condition,"024_control_down_up, didn't pass QC",
Condition,"ref_for_control_024, didn't pass QC",
Analyzer,timsTOF,
MALDI_Matrix_Application,Subimation,
Condition,"S-1908-000922, 35um spatial",
Organism_Part,HeLa,
Condition,Tuberculosis,
Condition,922_35um,
Condition,922_50um,
Organism,Coriandrum sativum,
Condition,"control_024_down_right, didn't pass QC",
Condition,control_024,
Organism_Part,meristem,
Condition,patient7,
Additional_Information,Slice thickness is 30µm. Section of visual cortex.,
Condition,mac_P10_control,
Condition,mac_P8_ammonium,
Condition,mac_P11_ammonium,
Condition,mac_P6_nitrate,
Condition,mac_P11_nitrate,
Condition,P11_ammonium,
Sample_Growth_Conditions,Glucose 0.15mg/L,
Sample_Growth_Conditions,Glucose 1.5 mg/L,
Sample_Growth_Conditions,Glucose 0.15 mg/L,
Organism,soil bacteria,
Condition,large pores,
Condition,small pores,
Condition,medium pores,
Condition,mimetic,
Organism_Part,HaCaT cells,
Sample_Growth_Conditions,Cultures,
Organism_Part,Mesenchymal stromal cells,
Condition,IFN treated,
Tissue_Modification,IFN,
Organism_Part,Eye,
Organism,Non-human primate (rhesus macaque),
Condition,RT-SHIV+,
Condition,fixed,
Condition,ref_for_S-1908-000922,
Condition,"S-1908-000922, 35 um spatial",
Condition,S-1908-000922,
Condition,ref_S-2102-006581,
Condition,"S-2102-006581, 35 um spatial",
Condition,S-2102-006581,
Sample_Stabilisation,10% Gelatine,
Organism,Hela cells,
Additional_Information,"DHB - 0.7 7 PASSES 15MGML
Optical image channels: green = FITC
",
Organism,mixed,
Organism_Part,mixed,
MALDI_Matrix_Application,ultrasonic sprayer,
Analyzer,Synapt G2-S HDMS,
Organism_Part,Glioblastoma,
Additional_Information,"DHB - 0.7 7 PASSES 15MGML
Optical image channels: red = DAPI
",
Additional_Information,"Sample 5I, m/z range 100-1500, 90:10 MeOH:H2O, 3 µl/min, N2 7bar, IT 100, S-lens 100, 5kV",
Additional_Information,"Sample 5G, m/z range 75-500, 90:10 MeOH:H2O, 3 µl/min, N2 7bar, IT 100, S-lens 100, 5kV",
Additional_Information,"Sample 5H, m/z range 75-500, 90:10 MeOH:H2O, 3 µl/min, N2 7bar, IT 100, S-lens 100, 5kV",
Additional_Information,"Sample 5J, m/z range 100-1500, 90:10 MeOH:H2O, 3 µl/min, N2 7bar, IT 100, S-lens 100, 5kV",
Condition,normal -asthma,
Condition,nif mutant,
Additional_Information,Modality is atmospheric pressure plasma enhanced infrared laser desorption ionisation without addition of any matrix or other ionisation enhancing or laser absorption additive. ,
Condition,No gelatin,
Sample_Growth_Conditions,Glucose7.5 mg/L,
Condition,pliot sample_020,
Additional_Information,"Sample 14A, m/z range 75-500",
Organism_Part,CD4+ T cells,
Condition,reference tissue KNO3 2nd incubation chamber,
Condition,ref_for_S-2001-019395,
Condition,S-2001-019395,
Condition,"S-2001-019395, 35 um spatial",
Condition,reference_tissue_KNO3_1st incubation chamber,
Condition,reference for S-1908-009717,
Condition,"S-1908-009717, 35 um spatial",
Condition,S-1908-009717,
MALDI_Matrix,glycerol,
MALDI_Matrix,BPYN,
Organism,Camelina,
Condition,S-1909-007131,
Condition,reference for S-1904-008111,
Condition,S-1904-008111,
Organism_Part,Prostate cancer cells,
Condition,Treated 2-DG,
Sample_Growth_Conditions,PDXO,
Sample_Stabilisation,4% PFA 10 minutes,
MALDI_Matrix_Application,TM Sprayer - 5mg/mL; 70°C; 0.07mL/min; 10 passes; 10psi,
MALDI_Matrix_Application,TM Sprayer - 10mg/mL; 80°C; 0.07mL/min; 8 passes; 10psi,
Additional_Information,"Optical image channels: blue = DAPI
",
MALDI_Matrix_Application,TM Sprayer - 10mg/mL; 80°C; 0.05mL/min; 8 passes; 10psi,
Condition,Treated,
MALDI_Matrix_Application,TM Sprayer - C7mg/mL; 80°C; 0.05mL/min; 8 passes; 10psi,
Organism,mice,
Organism_Part,macro,
Organism_Part,macrophage,
Condition,single cell,
MALDI_Matrix_Application,sprayed on slide,
MALDI_Matrix_Application,sprayed on tissue,
Organism_Part,Cerebellum,
Organism_Part,3T3 fibroblast and HaCaT cells,
Condition,cells in culture,
Sample_Growth_Conditions,coculture,
Organism_Part,Primary stem,
Additional_Information,Cryo section of one of a Rauwolfia tetraphylla leaf. ,
Sample_Growth_Conditions,Glucose 0 mg/L,
Organism,Drosophila,
Condition,Interaction and control,
Condition,Interaction,
Condition,Leuco_Control,
Condition,Esco_control,
Condition,"Infected, Escovopsis",
Condition,biopsy_020,
Condition,B109,
Tissue_Modification,Coniferyl Aldehyde,
Tissue_Modification,Girard's P,
Tissue_Modification,Girard's T,
Tissue_Modification,2-picolylamine,
Analyzer,TimsTOF,
Analyzer,FTICR(Solarix),
MALDI_Matrix,9-aminoacridine,
Condition,reference,
Condition,"35um, biopsy, didn't pass QC",
Condition,didn't pass WC,
Condition,didn't pass QC,
Condition,"35um, didn't pass QC",
Condition,"biopsy, didn't pass QC",
Additional_Information,"This dataset is not the original result from an experiment but has been manipulated and curated to serve as test data.
Optical image channels: gray = brightfield, green = GFP
",
Sample_Growth_Conditions,monoculture,
Organism_Part,3T3 fibroblast cells,
Organism_Part,primary human epithelial keratinocytes neonatal (hekn cells) ,
Organism_Part,3T3 fibroblast and primary human epithelial keratinocytes neonatal (hekn) cells ,
Condition,Low Fat Diet,
Condition,High Fat Diet,
Sample_Growth_Conditions,T0,
Organism,Homo sapiens (mouse),
Organism,trichodesmium,
Sample_Growth_Conditions,with dust,
MALDI_Matrix,N-(1-naphthyl)ethylenediamine dihydrochloride,
Sample_Growth_Conditions,high fat diet,
Condition,Tumour,
MALDI_Matrix,4-chloro-alpha-cyanocinnamic acid,
Organism,Brassica napus (rapeseed),
Sample_Growth_Conditions,Growth chamber,
Organism,Bacterial culture,
Sample_Growth_Conditions,SunChrom Sprayer,
Sample_Growth_Conditions,spheroids,
Organism,Bacterial cultures,
Sample_Stabilisation,NA,
Organism,Pseudomonas fluorescence,
Sample_Stabilisation,EtOH washing,
Condition,48h,
Condition,24h,
Organism_Part,Finger,
Condition,Native Print,
MALDI_Matrix_Application,TMSprayer,
MALDI_Matrix,Maleic anhydride proton sponge,
MALDI_Matrix,PNDI-T2,
MALDI_Matrix,alpha-cyano-4-hydroxycinnamic acid,
Organism_Part,palm of hand,
Sample_Growth_Conditions,ROSAH patient,
Organism_Part,ear/skin,
Condition,MC903,
Sample_Growth_Conditions,treated with R. mucosa,
Sample_Growth_Conditions,treated with Cohnii,
Organism,soybean,
Condition,nif,
Condition,3T3 fibroblast cells,
Sample_Growth_Conditions,cells grown in DMEM 10% FBS,
Organism_Part,prostate,
Additional_Information,"Sample 9e, m/z range 200-1250 m/z, Negative Mode",
Condition,SP (mycorrhizal w/ Suillus pungens,
Condition,NM (non-mycorrhizal),
Tissue_Modification,BzPy PB,
MALDI_Matrix,BzPy,
Condition,SIL-Labeled,
Condition,Control-unlabeled,
Condition,"Infected, Salmonella",
Sample_Growth_Conditions,"control, infected, infected and treated",
Additional_Information,"Sample S1D positive ion mode, m/z 350-1300
MeOH/H2O 95:5, 1.0uL/min, 4.5kV, S-Lens 100, 150ms IT,
4.5bar N2, 70deg angle",
Condition,healthy biopsy,
Analyzer,UHMR,
Condition,DKD biopsy,
MALDI_Matrix,multiple,
Organism,piper,
Condition,drought and predrought,
Organism,clitoria,
Organism,hibiscus,
Condition,VDS,
Additional_Information,Centroid Data,
Condition,DKD and CTR comparison,
Condition,DKD ,
Condition,VDD,
Condition,C9+ (sALS),
Condition,sALS,
Condition,Control (sALS),
Condition,DKD,
Condition,Ga complex,
Tissue_Modification,Ga complex,
Organism,Azotobacter ,
Organism_Part,"Leaf, seed",
Condition,genetically pure improved variety,
MALDI_Matrix,super DHB,
Organism_Part,pancreatic cancer cell line - K8484,
Sample_Growth_Conditions,attached - no trypsin,
Sample_Stabilisation,PFA,
Additional_Information,"DAN 7mg/ml 70acn 7 passes flowrate 0.05 mL/min
pixel mode

Optical image channels: gray = trans, blue = hoechst
",
Sample_Growth_Conditions,trypsin + cytospin,
Sample_Stabilisation,Cytospin,
Organism,Dunaliella salina and Artemia,
Organism_Part,Mush ,
Organism,Artemia,
Organism_Part,Mush,
Sample_Growth_Conditions,Co-culture,
Organism,African Green monkey,
Condition,nif type,
Sample_Stabilisation,Snap frozen,
Organism,Dunaliella salina,
Organism_Part,Homogenate,
Condition,on membrane,
Sample_Stabilisation,dried,
Additional_Information,"Sample 4F, m/z range: 100-1500",
Organism_Part,Brain (occipital),
Sample_Growth_Conditions,non migrated (10%fbs),
Condition,RAH Tumor,
Organism_Part,Left upper arm,
Additional_Information,"Tissue was cut to 8um thick tissue using a modified Kawamoto's film method (2003) and transferred onto DIOS substrates using transfer film. Frozen sections were transferred onto n-type electrohcemically etched and silanized porous silicon wafers. Tissue was imaged directly post dessication via abalation, using a manually adjusted laser power. Spectra were acquired at a spatial resolution of 50um in positive ion mode. ",
Additional_Information,"N = 2 (vehicle) N = 4 (doxorubicin treated), 6 hours after treatment",
Organism_Part,artery,
Organism,Apis mellifera,
Condition,Pesticide contaminated,
Organism_Part,Digestive system,
Organism,Spodoptera littoralis,
MALDI_Matrix,DIUTHAME,
Organism,Rapeseed,
Organism_Part,germinated seed,
Organism,rat,
Condition,CLZ,
Condition,Neosporin,
Additional_Information,pqsA 200mz,
Condition,Vaseline,
Condition,biopsy_18-162-2,
Condition,biopsy_016,
Condition,biopsy_18-312-2,
Condition,biopsy_18-342-2,
Condition,pilot_18139,
Condition,16gauge_020,
Additional_Information,18-162-2,
Organism_Part,SKin,
Condition,SPF,
Condition,Staph A,
Condition,PBS,
Condition,Germ-Free,
Organism,bovine,
Tissue_Modification,homogenate,
Organism_Part,xenograft tumors,
Organism_Part,Epithelial cells,
Analyzer,QExactive plus,
Organism,Fittonia argyroneura,
Organism,Bathymodiolus brooksi,
Condition,wild-type,
Sample_Stabilisation,5min 4% PFA,
MALDI_Matrix_Application, TM sprayer,
Additional_Information,"DAN 10 MG/ML 0.07 FLOW 8 PASSES

Optical image channels: darkviolet = Dapi
",
Additional_Information,Biopsy 2297_1 ,
Condition,Uninfected,
Sample_Growth_Conditions,"ARV dosing: FTC, TFV, EFV, RAL",
Sample_Growth_Conditions,"ARV dosing: FTC, TFV, MVC, ATV",
Sample_Stabilisation,ffpe,
Analyzer,N/A,
Condition,standards,
Additional_Information,"Q Exactive HF;
m/z 400-1500;
flow rate: 3 uL/min;
180 psi N2;
S-lens 100;
100ms IT;
4.5 kV;
cap temp: 310C;
2 uscans",
Additional_Information,"Q Exactive HF;
m/z 70-400;
flow rate: 3 uL/min;
180 psi N2;
S-lens 50;
100ms IT;
4.5 kV;
cap temp: 310C;
2 uscans",
Organism,Leucoagaricus-Escovopsis,
Condition,biopsy-4189,
Condition,biopsy 4189,
Additional_Information,"biopsy_4189_section2
",
Additional_Information,"biopsy_4189_section1
",
Organism,Leaf,
Condition,Leaf,
Analyzer,"E.g. FTICR, Orbitrap",
Condition,Immortalised cell line,
Additional_Information,CLZ handspots,
Additional_Information,"Sample 4C, m/z range: 100-1500",
Additional_Information,"Sample 5I replicate, m/z range 100-1500, 90:10 MeOH:H2O, 3 µl/min, N2 7bar, IT 100, S-lens 100, 5kV",
Additional_Information,"Sample 5G replicate, m/z range 75-500, 90:10 MeOH:H2O, 3 µl/min, N2 7bar, IT 100, S-lens 100, 5kV",
Additional_Information,"Sample 5H replicate, m/z range 75-500, 90:10 MeOH:H2O, 3 µl/min, N2 7bar, IT 100, S-lens 100, 5kV",
Organism_Part,standards,
Sample_Growth_Conditions,agar,
Organism,n/a,
Condition,s_2006_002250,
Sample_Growth_Conditions,MSgg agar,
Additional_Information,Wiederaufbau 2021,
Additional_Information,"Sample S1D positive ion mode, m/z 70-400
MeOH/H2O 95:5, 1.0uL/min, 4.5kV, S-Lens 50, 150ms IT,
4.5bar N2, 70deg angle",
Condition,pqsA,
MALDI_Matrix,"DHB, CHCA",
Condition,PAO1,
Additional_Information,PAO1 200mz,
Condition,Not Infected,
Additional_Information,NC 200mz,
Condition,HemO TM,
Additional_Information,HemO TM 200mz,
Condition,HemO QM,
Additional_Information,HemO QM 200mz,
Condition,HemO,
Additional_Information,HemO 200mz,
Additional_Information,"Sample S1C negative ion mode, m/z 350-1300
MeOH/H2O 95:5, 1.0uL/min, 4.5kV, S-Lens 100, 150ms IT,
4.5bar N2, 70deg angle",
Additional_Information,"Sample S1C negative ion mode, m/z 70-400
MeOH/H2O 95:5, 1.0uL/min, 4.5kV, S-Lens 50, 150ms IT,
4.5bar N2, 70deg angle",
Additional_Information,"Wiederaufbau 2021
Wiederholungsmessung",
Condition,biopsy 16 gauge-test,
Additional_Information,"Wiederaufbau 2021
Zweiter Versuch, nachdem der erste nur wenig Lipidsignale hatte",
Condition,biopsy 17-635-005,
Additional_Information,"Spectroglyph sorce on 21T : biopsy 17-635-005,
recalibrated by Will using annotations metaspace has already made for this dataset 
",
Additional_Information,"Spectroglyph sorce on 21T : biopsy 17-635-005,
recalibrated by Will
",
Sample_Growth_Conditions,Sham Control: TCA,
Additional_Information,"Sample S1A negative ion mode, m/z 70-400
MeOH/H2O 95:5, 1.5uL/min, 4.5kV, S-Lens 50, 150ms IT",
Additional_Information,"Sample S1A positive ion mode, m/z 350-1300
MeOH/H2O 95:5, 1.5uL/min, 4.5kV, S-Lens 100, 150ms IT",
Additional_Information,"Sample S1A negative ion mode, m/z 350-1300
MeOH/H2O 95:5, 1.5uL/min, 4.5kV, S-Lens 100, 150ms IT",
Additional_Information,"Sample S1A positive ion mode, m/z 70-400
MeOH/H2O 95:5, 1.5uL/min, 4.5kV, S-Lens 50, 150ms IT",
Sample_Stabilisation,fixed,
Additional_Information,h2o wash,
Additional_Information,TFA vapour exposure,
Organism_Part,Mesenchymal cells,
Additional_Information,added TFA,
Sample_Growth_Conditions,Hippocampus,
MALDI_Matrix,"2′,6′-Dihydroxyacetophenone (DHAP)",
Additional_Information,"Spectroglyph sorce on 21T : biopsy 17-635-005
",
Organism_Part,Root/soil,
Additional_Information,RMS normalization,
Additional_Information,"Wiederaufbau 2021
Problem bei Matrixauftragung",
Organism_Part,Larynx,
Sample_Growth_Conditions,Human specimen,
Additional_Information,"A 74-year-old human larynx was obtained at autopsy with approval of the University of Wisconsin Health Sciences Institutional Review Board. The larynx contained advanced polypoid degeneration (Reinke's edema) as well as a supraglottic mucus retention cyst.

The specimen was fixed in 4% paraformaldehyde, paraffin embedded, and sectioned in the axial plane. We performed MALDI-MSI proteomic analysis on a glottic section containing the polypoid degeneration lesion, and MALDI-MSI glycomic analysis on a section containing the mucus retention cyst.  

Sections were deparaffinized and processed for antigen retrieval. For glycomic analysis, PNGase F was sprayed onto tissue sections using a TM-Sprayer to release glycans. For proteomic analysis, trypsin was sprayed onto tissue sections. DHB was used as the MALDI matrix.

MALDI-MS experiments were conducted using a MALDI-LTQ-Orbitrap XL mass spectrometer equipped with a 60 Hz 337 nm N2 laser. MS data were collected in the positive ion mode with a mass range of 100-3000 mass-to-charge ratio (m/z), mass resolution of 60K, raster step size of 75 µm, and laser energy of 20 µJ.",
Condition,6PostV,
Additional_Information,"25 um res, 800 shots, small molecule",
Additional_Information,"25 um res, 800 shots, 500 mz",
Additional_Information,"25 um res, 800 shots, 400 mz",
Condition,6PostN,
Condition,5PostV,
Condition,5PostN,
Condition,4PostV,
Additional_Information,"25 um res, 800 shots, 500mz",
Additional_Information,"25 um res, 800 shots, 400mz",
Additional_Information,hpmc used as embedding method,
Organism,Symbiodiniaceae,
Condition,ambient or elevated temperatures,
Sample_Stabilisation,Fresh,
Additional_Information,DIOS,
Additional_Information,agarose used as embedding method,
Organism,Drosophila trrWT,
Organism_Part,Embryo,
Condition,Apples,
Tissue_Modification,Spotted with standards,
Additional_Information,"Slide F, Cluster 3",
Organism,Drosophila trrCA,
Additional_Information,"Slide H, Cluster 3",
Condition,Regular,
Additional_Information,"Slide D, Cluster 3",
Additional_Information,"Slide B, Cluster 3",
Condition,axenic,
Additional_Information,"Slide G, Cluster 3",
Additional_Information,"Slide E, Cluster 3",
Sample_Growth_Conditions,Regular,
Additional_Information,"Slide C, Cluster 3",
Additional_Information,"Slide A, Cluster 3",
Sample_Growth_Conditions,marine ambient,
Additional_Information,HPMC-PVP used as embedding method,
Condition,biopsy _4769_#8,
Condition,biopsy _4769_#7,
Condition,biopsy _4769_#6,
Condition,biopsy _4769_#4,
Sample_Growth_Conditions,MCLR ,
Additional_Information,NEDC - 10MGML 8PASSES 0.06 FLOW,
Condition,SPD,
Sample_Growth_Conditions,SD0,
Additional_Information,"SPD, SD0, 25 um res, 800 shots, small molecule",
Additional_Information,"SPD, SD0, 25 um res, 800 shots, 500 mz",
Additional_Information,"SPD, SD0, 25 um res, 800 shots, 400 mz",
Additional_Information,"SA, SD0, 25 um res, 800 shots, small molecule",
Additional_Information,"SA, SD0, 25 um res, 800 shots, 500 mz",
Additional_Information,"SA, SD0, 25 um res, 800 shots, 400 mz",
Additional_Information,"PBS, SD0, 25 um res, 800 shots, small molecule",
Additional_Information,"PBS, SD0, 25 um res, 800 shots, 500 mz",
Additional_Information,"PBS, SD0, 25 um res, 800 shots, 400 mz",
Additional_Information,"GF, SD0, 25 um res, 800 shots, small molecule",
Additional_Information,"GF, SD0, 25 um res, 800 shots, 500 mz",
Additional_Information,"GF, SD0, 25 um res, 800 shots, 400 mz",
Sample_Growth_Conditions,BL,
Additional_Information,"SPF, BL, 25 um res, 800 shots, small molecule",
Additional_Information,"SPF, BL, 25 um res, 800 shots, 500 mz",
Additional_Information,"SPF, BL, 25 um res, 800 shots, 400 mz",
Additional_Information,"SA, BL, 25 um res, 800 shots, small molecule",
Additional_Information,"SA, BL, 25 um res, 800 shots, 500 mz",
Additional_Information,"SA, BL, 25 um res, 800 shots, 400 mz",
Additional_Information,"PBS, BL, 25 um res, 800 shots, small molecule",
Additional_Information,"PBS, BL, 25 um res, 800 shots, 500 mz",
Additional_Information,"PBS, BL, 25 um res, 800 shots, 400 mz",
Additional_Information,"GF, BL, 25 um res, 800 shots, small molecule",
Additional_Information,"GF, BL, 25 um res, 800 shots, 500mz",
Additional_Information,"GF, BL, 25 um res, 800 shots, 400mz",
Additional_Information,A PEN slide was used for this experiment.,
Organism_Part,Liver and kidney,
Tissue_Modification,UV-C treatment,
Additional_Information,"UV-C decontamination was performed using the build-in low pressure mercury arc lamp of a CM1950 cryostat (Leica, Nussloch, Germany). The germicidal emission maximum of the lamp is at wavelength 253.7 nm. To perform controlled and reproducible irradiation experiments, the effects of the pre-programmed 30- and 180-min decontamination cycles on the tissue metabolome were evaluated.
The sample groups are arranged as followed: 
Left: 180 min irradiation under Argon
Middle: Control (No irradiation)
Right: 180 min irradiation (normal atmosphere)",
Additional_Information,"UV-C decontamination was performed using the build-in low pressure mercury arc lamp of a CM1950 cryostat (Leica, Nussloch, Germany). The germicidal emission maximum of the lamp is at wavelength 253.7 nm. To perform controlled and reproducible irradiation experiments, the effects of the pre-programmed 30- and 180-min decontamination cycles on the tissue metabolome were evaluated.
The sample groups are arranged as followed: 
Left: 30 min irradiation
Middle: Control (No irradiation)
Right: 180 min irradiation",
Organism_Part,Kidney and Liver,
Tissue_Modification,UV-C irradiation,
Organism_Part,Bone marrow,
Sample_Growth_Conditions,2D culture,
Organism_Part,kidney ,
Additional_Information,"0.2 mg/mlPNGaseF, 15 cycles, 2h of incubation
",
MALDI_Matrix_Application,TransMIT Sprayer,
Additional_Information,"PBS, 25 um res, 800 shots, 400mz",
Additional_Information,"PBS, 25 um res, 800 shots, 500mz",
Additional_Information,"PBS, 25 um res, 800 shots, small molecule",
Additional_Information,"SA, 25 um res, 800 shots, small molecule",
Additional_Information,"SA, 25 um res, 800 shots, 500mz",
Additional_Information,"SA, 25 um res, 800 shots, 400mz",
Additional_Information,A Polysine slide was used for this experiment.,
Additional_Information,HFBA added,
Additional_Information,Ammonium acetate wash,
Additional_Information,Ammonium Acetate wash,
Additional_Information,A DIRECTORs slide was used for this experiment.,
Additional_Information,TFA added,
Additional_Information,A PEN-coated slide was used for this experiment.,
Additional_Information,"SPF, 15 um res, 800 shots, 500 mz",
Condition,Germ Free,
Additional_Information,"GF, 15 um res, 800 shots, 500 mz",
Additional_Information,"nedc 10mg/ml   7 passes 0.06 flow 70% acn
",
Additional_Information,"SPF, 15 um res, 800 shots, 400 mz",
Additional_Information,"SPF, 15 um res, 800 shots, 100 mz",
Additional_Information,"Germ Free, 15 um res, 800 shots, 100 mz",
Additional_Information,"Germ Free, 15 um res, 800 shots, 400 mz",
Additional_Information,"nedc 10mg/ml   7 passes 0.05 flow 70% acn
",
Organism,Methyloprofundus sedimentii WF1,
MALDI_Matrix_Application,Dried Droplet,
Condition,Telogen,
Additional_Information,"Telogen, 10 um res, 800 shots, 100 mz, 150 Funnel RF Amplitude",
Condition,Anagen,
Additional_Information,"Anagen, 10 um res, 800 shots, 100 mz, 150 Funnel RF Amplitude",
Condition,Wtype TEST,
Sample_Growth_Conditions,TEST,
Organism_Part,Brain Hippocampus,
Additional_Information,"Telogen, 10 um res, 800 shots, 400 mz",
Additional_Information,"Anagen, 10 um res, 800 shots, 400 mz",
Additional_Information,"Telogen, 10 um res, 800 shots, 500 mz",
Additional_Information,"Anagen, 10 um res, 800 shots, 500 mz",
Additional_Information,"Telogen, 10 um res, 800 shots, 300 mz",
Additional_Information,"Anagen, 10 um res, 800 shots, 300 mz",
Additional_Information,"Anagen, 10 um res, 800 shots, 200 mz",
Additional_Information,"Telogen, 10 um res, 800 shots, 200 mz",
Additional_Information,"Cryo section of one of a cannabis leaf. In the section there is both midrib and a vein.
",
Sample_Stabilisation,Freeze,
Organism,Acropora millipora,
Condition,APO,
Condition,SYM,
Organism_Part,rhizome,
Additional_Information,"Slide number not legible, glyphosate treated embryos.",
Additional_Information,Mix of maleic hydrazide treated and DAPI stained embryos,
Additional_Information,"Cluster of several embryos, treated with DAPI or maleic hydrazide.",
Additional_Information,6x D9 A33 150x150 stitched together,
Organism,Capitella teleta,
Sample_Stabilisation,Glutaraldehyde/Gelatine,
Additional_Information,"Cryo section of one of the oldest leaves of a Rauwolfia tetraphylla. In the section there is both midrib and a vein.
",
Additional_Information,"Cryo section of one of the oldest leaves of a Rauwolfia tetraphylla.
",
Additional_Information,17-635-005,
Additional_Information,17-635-004,
Additional_Information,17-635-001,
Condition,Null,
Additional_Information,"8h of incubation_with PNGaseF

",
Additional_Information,17-635-002,
Organism,marinobacter,
Condition,interactions,
Additional_Information,"marinobacter-3-2

",
Organism_Part,Semi mature barry,
Additional_Information,"Cryo section of a semi mature Rauwolfia tetraphylla berry.
",
Organism_Part,Osteosarcoma,
Additional_Information,control 3D,
Condition,PAO1 Infected,
Additional_Information,PAO1 Infected Replicate 1,
Organism,Branchipolynoe seepensis,
Sample_Growth_Conditions,sampled in situ,
Sample_Stabilisation,CMC embedded in field,
Condition,HemO QM Infected,
Additional_Information,HemO QM Infected Replicate 1,
Condition,HemO TM Infected,
