name_short,adduct,9AA,CHCA,CMBT,ClCCA,DAN,DHAP,DHB,MAPS,NEDC,NOR,PNDI,pNA
Cyclic adenosine monophosphate,-H,-,-,-,-,-,5269.643,5424.6196,-,-,-,-,-
Cyclic adenosine monophosphate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Cyclic adenosine monophosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cysteine,+H,-,3678.8364,-,658.9105,-,4.0357428,425.36584,-,51.5295,41.150925,-,369.40103
Cysteine,+Na,-,181.76768,-,150.99246,-,4.823164,159.48169,-,20.223661,362.28094,-,68.36749
Cysteine,+K,-,-,-,9.740918,-,-,-,-,-,-,-,-
Cysteine,[M]+,-,10.030505,-,9.769685,-,-,-,-,-,-,-,-
Cysteine,-H,436.89478,28.773159,-,14.690308,2803.3064,280.78735,-,257.6298,-,4166.0073,-,523.02515
Cysteine,+Cl,-,-,-,-,653.50165,-,-,-,-,-,-,-
Cysteine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cystine,+H,-,430.04684,-,-,-,-,280.49283,-,-,-,-,-
Cystine,+Na,-,83.1238,-,-,-,-,400.23343,-,-,-,-,-
Cystine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Cystine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cystine,-H,1098.6666,-,-,-,2579.3845,-,-,-,-,-,-,-
Cystine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Cystine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cytidine,+H,-,5934.102,675.45703,588.03687,191.01929,835.43176,4050.4407,-,-,44.439617,-,2450.7383
Cytidine,+Na,618.25464,9271.076,1896.9163,1827.1527,1968.015,3148.8772,27229.334,-,23.550085,6068.5596,-,8930.435
Cytidine,+K,-,1615.999,91.53739,502.20416,36.97243,576.75256,2943.3,-,-,-,-,-
Cytidine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cytidine,-H,1163.3219,-,-,-,2369.153,-,-,-,-,335.36893,-,109.34706
Cytidine,+Cl,-,-,-,-,148.49669,-,-,-,-,-,-,-
Cytidine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cytidine monophosphate,+H,-,2818.1733,-,39.89781,-,-,1157.6917,-,-,-,-,298.25018
Cytidine monophosphate,+Na,14580.253,259228.7,2971.2852,23174.693,6191.4385,-,62808.027,-,-,59525.77,-,38048.016
Cytidine monophosphate,+K,267.97638,20965.355,290.4812,2843.701,-,-,3453.0916,-,-,929.718,-,6271.8887
Cytidine monophosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cytidine monophosphate,-H,-,-,-,-,-,-,-,-,-,10085.86,-,-
Cytidine monophosphate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Cytidine monophosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cytosine,+H,-,14601.104,432.8434,1357.7526,1494.343,995.592,3930.402,-,-,-,-,5721.569
Cytosine,+Na,75.46014,6044.9707,386.5392,862.0242,3168.8486,998.66626,8965.161,-,143.35178,1191.4731,-,5226.008
Cytosine,+K,-,1025.1887,-,167.11255,153.40134,349.94928,653.4048,-,-,-,-,1206.0153
Cytosine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cytosine,-H,340.1688,-,-,-,2334.9692,-,-,-,-,-,-,391.39383
Cytosine,+Cl,X,-,-,-,-,-,-,-,-,-,-,-
Cytosine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
DG 18:0-22:6,+H,-,-,-,-,-,-,-,-,-,-,-,-
DG 18:0-22:6,+Na,-,129.27316,263.97324,255.6447,-,521.0934,167.82597,-,-,-,-,-
DG 18:0-22:6,+K,-,-,34.89577,46.69508,-,40.09983,-,-,-,-,-,-
DG 18:0-22:6,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
DG 18:0-22:6,-H,-,-,-,-,-,-,-,-,-,-,-,-
DG 18:0-22:6,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
DG 18:0-22:6,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Dihydroxyacetone,+H,-,-,-,-,-,-,-,-,-,-,-,-
Dihydroxyacetone,+Na,-,-,X,X,X,-,X,-,-,-,-,-
Dihydroxyacetone,+K,-,-,-,-,-,-,-,-,-,-,-,-
Dihydroxyacetone,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Dihydroxyacetone,-H,X,-,X,-,-,-,X,X,X,X,-,-
Dihydroxyacetone,+Cl,-,-,X,-,-,-,-,-,X,-,-,-
Dihydroxyacetone,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Dihydroxyacetone phosphate,+H,-,-,-,-,-,-,-,-,-,-,-,-
Dihydroxyacetone phosphate,+Na,-,411.57373,-,158.74,-,69.45107,203.00847,-,-,-,-,-
Dihydroxyacetone phosphate,+K,-,57.961777,-,52.089504,-,-,-,-,-,-,-,-
Dihydroxyacetone phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Dihydroxyacetone phosphate,-H,19646.547,302.13666,-,-,-,-,65.03279,-,-,8056.7773,-,-
Dihydroxyacetone phosphate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Dihydroxyacetone phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Dopamine,+H,-,4449.5156,419.97577,1247.109,777.70166,1470.7745,1971.3297,-,-,-,-,1117.8838
Dopamine,+Na,-,-,86.45079,46.707527,-,460.313,442.44812,-,-,249.3268,-,16.77718
Dopamine,+K,-,-,-,-,-,86.84044,-,-,-,-,-,-
Dopamine,[M]+,-,155.95146,26.262152,31.047812,-,46.793705,290.8461,-,-,17.062489,-,42.856823
Dopamine,-H,462.97455,-,-,-,2406.6624,90.58036,-,-,-,2445.8752,-,263.59702
Dopamine,+Cl,-,-,-,-,1764.8799,-,X,-,-,215.98286,-,-
Dopamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Epinephrine,+H,-,10929.398,515.57733,683.116,257.71414,530.9094,7609.2217,-,-,-,-,629.5782
Epinephrine,+Na,-,455.94653,149.98912,-,-,296.4438,878.8529,-,-,X,-,243.17238
Epinephrine,+K,-,X,-,-,-,-,-,-,-,-,-,-
Epinephrine,[M]+,-,439.01102,53.512295,30.27663,X,-,293.0668,-,-,-,-,-
Epinephrine,-H,474.44894,-,-,-,1635.3859,115.47093,-,-,-,558.98975,-,84.95673
Epinephrine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Epinephrine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Estradiol,+H,-,-,-,-,-,-,-,-,-,-,-,-
Estradiol,+Na,-,-,-,-,-,-,29.534628,-,-,-,-,-
Estradiol,+K,-,-,-,-,X,-,-,-,-,-,-,-
Estradiol,[M]+,-,202.2405,-,53.928917,-,13.937703,264.67722,-,-,-,4.93514,16.34812
Estradiol,-H,-,-,-,-,302.21036,-,-,-,-,-,10.602727,-
Estradiol,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Estradiol,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Flavin adenine dinucleotide,+H,-,261.62552,-,117.47739,-,-,1163.8556,-,-,-,-,1262.5402
Flavin adenine dinucleotide,+Na,-,654.2623,150.78572,304.5983,367.32315,83.45745,2727.9304,-,-,315.45825,-,12085.498
Flavin adenine dinucleotide,+K,-,-,-,-,-,-,-,-,-,-,-,452.09665
Flavin adenine dinucleotide,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Flavin adenine dinucleotide,-H,87294.48,1260.6934,-,342.0882,8300.432,-,6670.2563,-,-,29202.8,-,-
Flavin adenine dinucleotide,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Flavin adenine dinucleotide,[M]-,16522.406,-,58.74526,83.15654,3387.9736,-,3249.3157,-,-,15713.881,-,5881.6416
Flavin mononucleotide,+H,41.883667,11573.976,1251.9508,1226.1476,485.24615,-,9649.004,-,-,1712.2239,-,2086.6423
Flavin mononucleotide,+Na,2442.0325,67846.79,4379.2285,10783.879,3697.536,X,27211.887,83.457275,-,21925.213,-,17602.424
Flavin mononucleotide,+K,40.83467,2908.5254,47.085274,575.69855,117.80132,-,X,-,-,241.75423,-,1210.8179
Flavin mononucleotide,[M]+,-,X,-,229.13797,-,-,222.30046,-,-,-,-,-
Flavin mononucleotide,-H,-,-,-,-,-,-,-,-,-,-,-,-
Flavin mononucleotide,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Flavin mononucleotide,[M]-,130769.65,-,53.236454,-,-,-,-,-,-,40234.71,-,-
Folic acid,+H,-,-,77.881584,279.4089,-,93.33434,4038.1917,-,-,-,-,98.24893
Folic acid,+Na,25377.328,4329.927,4437.583,24902.896,34437.637,3110.3784,120857.28,-,-,16162.763,-,11265.369
Folic acid,+K,199.54266,-,130.85487,1645.9657,674.8019,-,7756.449,-,-,-,-,706.2385
Folic acid,[M]+,-,-,41.603813,368.05994,-,-,1159.7334,-,-,X,-,-
Folic acid,-H,-,-,-,-,-,-,-,-,-,-,-,-
Folic acid,+Cl,-,X,-,-,X,-,-,-,-,-,-,-
Folic acid,[M]-,-,-,21.422297,-,-,-,-,X,-,-,-,701.2989
"Fructose 1,6-bisphosphate",+H,-,-,-,-,-,-,-,-,-,-,-,-
"Fructose 1,6-bisphosphate",+Na,-,5360.7686,-,949.43036,-,29.784658,4091.9875,-,-,968.0625,-,-
"Fructose 1,6-bisphosphate",+K,-,138.98514,-,10.6114025,-,-,74.17886,-,-,-,-,-
"Fructose 1,6-bisphosphate",[M]+,-,-,-,-,-,-,-,-,-,-,-,-
"Fructose 1,6-bisphosphate",-H,378102.03,1860.1829,-,38.12349,-,47.70386,2310.8926,-,-,294745.44,-,-
"Fructose 1,6-bisphosphate",+Cl,-,-,X,-,-,-,-,-,-,-,-,-
"Fructose 1,6-bisphosphate",[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Fumaric acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Fumaric acid,+Na,-,66.91542,184.48503,-,55.244987,X,268.24393,-,-,-,-,-
Fumaric acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Fumaric acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Fumaric acid,-H,X,553.35565,1946.1447,51.43933,20517.424,X,954.7522,1195.0344,144.5076,40922.695,337.73795,8909.922
Fumaric acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Fumaric acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
GM3 Ganglioside 18:0,+H,-,-,-,-,-,8.4339695,221.24854,-,-,-,-,-
GM3 Ganglioside 18:0,+Na,-,812.7621,1485.794,1475.5432,1825.0731,2966.2415,16307.277,-,60.192596,2550.5032,-,4864.051
GM3 Ganglioside 18:0,+K,-,16.58587,209.26978,92.07137,-,188.69156,122.415184,-,-,-,-,179.48055
GM3 Ganglioside 18:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
GM3 Ganglioside 18:0,-H,13297.406,111.033455,98.3645,-,2119.0862,3301.0383,607.80054,-,-,5830.9927,-,-
GM3 Ganglioside 18:0,+Cl,18.269638,-,-,-,-,-,-,-,-,12.207929,-,-
GM3 Ganglioside 18:0,[M]-,-,-,62.64919,-,1471.0765,-,-,-,-,658.3198,-,905.298
GlcCer d18:1/18:0,+H,-,2243.6704,22718.746,5218.1465,1592.7391,7411.709,12351.221,94.063644,576.004,166.37569,-,8305.491
GlcCer d18:1/18:0,+Na,27792.518,172343.14,288281.94,136760.62,85510.016,111781.086,327718.28,4264.159,3484.929,106279.164,-,157370.39
GlcCer d18:1/18:0,+K,160.38387,18510.602,3339.3909,17962.541,794.8918,9584.549,9920.985,16.793333,118.23479,340.22253,-,11065.511
GlcCer d18:1/18:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
GlcCer d18:1/18:0,-H,3223.8003,-,-,46.026978,6602.2856,856.5355,-,671.97577,21.3496,644.8554,-,994.2818
GlcCer d18:1/18:0,+Cl,1327.945,-,-,-,904.5882,245.16066,-,208.31444,2378.9016,550.1876,-,109.03399
GlcCer d18:1/18:0,[M]-,-,-,-,-,-,-,-,-,-,-,82.16044,412.55682
Gluconic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Gluconic acid,+Na,-,1459.1067,331.53247,473.8644,164.23254,-,2293.4402,-,-,-,-,33.65325
Gluconic acid,+K,-,189.71045,-,64.875244,-,-,175.44347,-,-,-,X,-
Gluconic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Gluconic acid,-H,51773.508,824.0963,292.514,99.8487,8889.631,501.25204,807.33484,-,-,6609.245,-,618.07935
Gluconic acid,+Cl,-,-,-,-,-,-,-,-,-,-,X,-
Gluconic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glucosamine,+H,-,3778.9363,233.19847,717.832,407.67798,345.75546,1064.0046,-,-,-,-,284.5748
Glucosamine,+Na,-,1848.6182,882.65936,350.7726,1991.7904,511.1561,1150.9031,-,-,300.56247,-,-
Glucosamine,+K,-,541.00336,-,92.968925,-,59.719746,80.309616,-,-,-,-,-
Glucosamine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glucosamine,-H,-,-,-,-,19.298597,-,-,-,-,-,-,-
Glucosamine,+Cl,X,X,-,-,X,-,-,X,65.2711,X,X,-
Glucosamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glucosamine 6-phosphate,+H,-,843.4416,-,91.98472,-,-,424.42862,-,-,-,X,37.263874
Glucosamine 6-phosphate,+Na,-,1446.3992,794.91614,488.74042,-,114.67246,1975.7566,-,-,-,-,120.74931
Glucosamine 6-phosphate,+K,-,246.46873,-,127.001366,-,-,146.77353,-,-,-,-,51.14203
Glucosamine 6-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glucosamine 6-phosphate,-H,73753.9,169.86076,-,-,6427.3613,258.68463,78.6942,-,-,47220.793,X,1773.1157
Glucosamine 6-phosphate,+Cl,116.408066,-,-,-,30.713198,-,-,-,-,113.77323,-,-
Glucosamine 6-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glucose,+H,-,-,-,-,-,-,-,-,-,-,-,-
Glucose,+Na,-,2785.4507,-,470.40182,1188.795,983.2237,1022.11884,-,-,-,X,1996.281
Glucose,+K,-,X,X,130.35107,-,149.59674,X,-,-,-,-,-
Glucose,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glucose,-H,3140.8533,-,-,-,2354.1206,48.382416,-,-,-,2663.8647,-,338.10986
Glucose,+Cl,514.41516,-,-,-,289.1938,-,-,-,-,705.1606,-,-
Glucose,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glucose 6-phosphate,+H,-,104.24432,-,-,-,-,-,-,-,-,X,-
Glucose 6-phosphate,+Na,-,2579.8828,-,336.6498,-,-,-,-,-,-,-,39.288063
Glucose 6-phosphate,+K,-,307.14783,-,45.20603,-,-,-,-,-,-,-,-
Glucose 6-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glucose 6-phosphate,-H,122184.99,591.4028,-,-,1099.7699,-,-,-,-,54916.195,-,592.43304
Glucose 6-phosphate,+Cl,110.46362,-,-,-,-,-,-,-,-,61.089077,-,-
Glucose 6-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glucosyl cholesterol,+H,-,-,-,-,-,-,-,-,-,-,-,-
Glucosyl cholesterol,+Na,792.0097,19374.445,38268.24,8581.877,7662.9585,13774.716,50668.094,308.7721,885.8691,15677.19,-,12097.088
Glucosyl cholesterol,+K,-,1262.7229,820.10474,1961.3451,67.18004,814.516,2283.6626,-,-,86.24565,-,970.81024
Glucosyl cholesterol,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glucosyl cholesterol,-H,96.512085,-,-,-,1368.9746,-,-,85.18729,-,62.00591,-,35.360527
Glucosyl cholesterol,+Cl,548.4807,-,176.55093,-,486.05402,13.446779,-,46.198215,2120.0261,632.0863,-,168.36452
Glucosyl cholesterol,[M]-,-,-,-,-,-,-,-,-,-,-,-,17.390385
Glutamic acid,+H,-,17904.287,195.91393,1047.02,386.5214,-,2546.8293,-,-,-,-,472.7578
Glutamic acid,+Na,-,3532.8347,368.40744,347.2865,1795.3773,-,1897.6616,-,-,529.16595,-,569.9691
Glutamic acid,+K,-,X,-,50.953884,265.60144,-,135.23967,-,-,-,-,-
Glutamic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glutamic acid,-H,34824.582,429.5252,89.9697,16.253721,63601.473,437.94434,344.5867,-,-,26430.72,-,2559.8198
Glutamic acid,+Cl,141.85072,X,-,-,858.6538,-,-,-,-,-,-,-
Glutamic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glutamine,+H,-,6304.834,238.90938,1009.204,1112.8938,507.07623,1946.9398,-,-,-,-,924.79114
Glutamine,+Na,304.17844,2767.944,448.15826,931.42914,5186.6426,1348.9094,2332.1738,-,-,X,-,1423.6226
Glutamine,+K,-,498.30457,-,324.25842,142.46443,143.65033,190.07042,-,-,-,-,167.28986
Glutamine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glutamine,-H,11018.534,-,-,-,20789.766,474.14954,-,-,-,5836.192,-,386.68665
Glutamine,+Cl,247.43361,-,-,-,260.34686,-,-,-,-,-,-,-
Glutamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glutathione,+H,-,X,276.82053,617.1806,333.10556,218.46869,1226.0126,-,-,-,-,651.7673
Glutathione,+Na,1184.6382,96435.34,12985.1875,36676.09,14525.204,6524.898,32989.926,-,-,42661.887,-,-
Glutathione,+K,-,2529.211,153.87004,2484.4768,-,364.22867,1192.0627,-,-,853.1982,-,598.69763
Glutathione,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glutathione,-H,6856.212,-,-,49.42742,16257.871,979.12274,249.44804,-,-,15786.706,-,606.4535
Glutathione,+Cl,-,-,-,-,-,-,-,-,-,-,X,-
Glutathione,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glycerol 3-phosphate,+H,-,X,-,-,-,X,-,-,-,-,-,-
Glycerol 3-phosphate,+Na,-,1304.4689,-,609.639,-,-,-,-,-,-,-,-
Glycerol 3-phosphate,+K,-,209.51732,-,144.38431,-,-,-,-,-,-,-,-
Glycerol 3-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glycerol 3-phosphate,-H,52911.28,194.93634,-,-,601.4366,-,-,-,-,1626.627,-,-
Glycerol 3-phosphate,+Cl,85.91227,-,-,-,-,-,-,-,13.250622,-,-,-
Glycerol 3-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glycerophosphocholine,+H,10084.105,38416.72,2250.1204,6602.9165,6291.7515,1266.2789,13334.229,-,113.99457,26793.752,-,21787.193
Glycerophosphocholine,+Na,14209.894,10895.597,945.3805,1937.5306,2562.396,-,22928.531,-,-,10977.68,-,5997.246
Glycerophosphocholine,+K,25.534357,1364.61,46.883728,391.8118,103.01491,X,2023.1083,-,-,32.645977,-,2008.6675
Glycerophosphocholine,[M]+,-,-,-,-,X,-,-,-,-,-,-,-
Glycerophosphocholine,-H,-,-,-,-,X,-,-,-,-,-,-,-
Glycerophosphocholine,+Cl,X,-,-,-,X,-,-,-,-,X,-,-
Glycerophosphocholine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glycine,+H,-,317.9806,-,-,-,-,-,-,-,-,-,-
Glycine,+Na,-,195.77438,-,478.92703,-,41.556034,177.13254,-,-,-,-,11.257339
Glycine,+K,-,6.789205,-,20.717089,-,-,-,-,-,-,-,-
Glycine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glycine,-H,59.502007,-,-,-,-,-,-,-,-,21.540495,-,-
Glycine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Glycine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Guanine,+H,-,-,-,16.411882,-,-,269.85593,-,-,-,-,271.16425
Guanine,+Na,313.02792,-,33.65569,24.198235,258.5484,-,2060.464,-,-,1196.6562,-,1058.6672
Guanine,+K,-,-,-,-,-,-,132.67593,-,-,-,-,64.73431
Guanine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Guanine,-H,2527.219,-,-,-,169.84038,-,-,-,-,847.2884,-,237.81065
Guanine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Guanine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Histamine,+H,78.12647,38512.688,3097.2278,4274.999,2148.7034,964.99,11114.022,-,943.0091,7871.0054,-,25580.672
Histamine,+Na,593.2356,4533.672,826.68634,1308.4264,488.54816,412.62466,3866.8977,-,-,318.01617,-,1226.662
Histamine,+K,-,328.7957,-,190.35553,-,23.038933,123.2752,-,-,-,-,91.17664
Histamine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Histamine,-H,264.1762,-,-,-,136.02904,-,-,-,-,41.175304,-,16.400164
Histamine,+Cl,40.691837,-,-,-,-,-,-,-,-,-,-,-
Histamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Histidine,+H,-,44323.145,1700.8446,1371.8168,923.30316,220.51779,12633.987,-,X,3694.203,-,X
Histidine,+Na,649.9524,12273.932,1645.0012,692.7842,4106.041,-,13122.324,-,-,12019.7705,-,3657.0576
Histidine,+K,-,2289.4558,108.718475,169.05402,-,-,785.6265,-,-,79.2437,-,279.04068
Histidine,[M]+,-,-,-,-,X,-,-,-,X,-,-,X
Histidine,-H,11973.12,124.28565,128.74927,-,18248.467,361.26733,-,-,-,33991.63,223.77258,854.17145
Histidine,+Cl,-,-,39.130676,-,X,-,-,-,-,-,-,-
Histidine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Homocysteine,+H,-,1161.4071,-,311.03528,68.47373,75.366806,230.6154,-,-,-,-,265.1189
Homocysteine,+Na,-,-,-,38.530945,-,65.827286,75.84974,-,-,-,-,49.088577
Homocysteine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Homocysteine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Homocysteine,-H,-,-,-,-,3188.3347,-,-,-,-,586.46014,-,589.3615
Homocysteine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Homocysteine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Hypoxanthine,+H,-,3689.398,47.74923,653.03925,-,42.80124,1354.9988,-,-,-,-,54.247833
Hypoxanthine,+Na,476.50446,5503.138,597.4559,1251.9792,1635.8386,297.76108,4886.8887,-,-,627.6772,-,1492.7809
Hypoxanthine,+K,14.652935,366.37457,-,141.16428,-,19.041636,118.01073,-,-,-,-,31.363724
Hypoxanthine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Hypoxanthine,-H,3877.989,141.43369,-,-,10183.855,173.1264,47.335484,-,-,644.9367,-,247.30963
Hypoxanthine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Hypoxanthine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Indole,+H,-,X,-,-,X,-,-,-,-,-,-,X
Indole,+Na,-,X,-,-,X,-,-,-,-,X,-,X
Indole,+K,-,-,-,-,-,-,-,-,-,-,-,-
Indole,[M]+,-,-,-,-,X,-,-,-,-,-,-,X
Indole,-H,-,X,-,-,X,-,-,X,-,X,-,X
Indole,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Indole,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Kynurenic acid,+H,-,X,139.1894,774.9845,-,127.66507,1190.5319,-,-,-,-,431.66635
Kynurenic acid,+Na,-,X,122.37253,X,320.43658,222.48845,426.39166,-,-,-,-,1119.6023
Kynurenic acid,+K,-,-,-,X,-,-,19.282143,-,-,-,-,-
Kynurenic acid,[M]+,-,X,-,-,X,-,-,-,-,X,-,-
Kynurenic acid,-H,29967.404,X,57.49614,X,X,-,-,218.19882,275.77075,X,-,3688.471
Kynurenic acid,+Cl,111.74509,-,-,-,-,-,-,-,-,-,-,-
Kynurenic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Kynurenine,+H,-,6332.168,546.70276,393.9548,303.51385,235.63591,5212.6494,-,-,-,-,1210.6644
Kynurenine,+Na,54.460793,3229.24,651.4527,243.13773,1027.1788,282.6966,6878.665,-,27.177004,-,-,951.0593
Kynurenine,+K,-,X,142.25702,-,247.14882,56.119553,1218.4841,-,-,-,-,207.80116
Kynurenine,[M]+,-,-,-,35.946133,-,-,-,-,-,-,-,X
Kynurenine,-H,311.59586,-,-,-,3708.731,-,-,213.29105,-,470.50443,-,789.08545
Kynurenine,+Cl,-,-,-,-,650.6632,-,-,-,-,-,-,-
Kynurenine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
L-Dopa,+H,-,2788.5417,-,506.0087,-,88.5725,2599.3179,-,-,-,-,147.77544
L-Dopa,+Na,-,379.87625,-,143.44206,-,124.61352,2856.4592,-,-,385.13214,-,296.24335
L-Dopa,+K,-,-,-,46.35399,-,-,492.11322,-,-,-,-,68.99491
L-Dopa,[M]+,-,-,-,-,X,-,164.75262,-,-,-,-,-
L-Dopa,-H,536.2889,-,-,-,3431.619,71.893616,-,-,-,4764.406,-,350.06863
L-Dopa,+Cl,-,-,-,-,657.9696,-,X,-,-,2543.214,-,31.463043
L-Dopa,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lactic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Lactic acid,+Na,-,-,X,-,X,-,X,-,-,X,-,-
Lactic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Lactic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lactic acid,-H,X,-,-,-,-,X,X,X,X,X,-,X
Lactic acid,+Cl,-,-,-,-,-,-,-,-,X,-,-,-
Lactic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PA 18:1,+H,-,232.79369,-,195.75822,-,-,333.79517,-,-,-,-,-
Lyso PA 18:1,+Na,445.91388,65339.63,22978.51,13000.64,6880.3525,7710.3716,40643.42,-,5121.6445,24002.816,-,7943.4165
Lyso PA 18:1,+K,-,3520.058,358.61884,1132.8906,-,215.55038,1091.8826,-,196.40384,117.92691,-,719.2539
Lyso PA 18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PA 18:1,-H,-,-,-,-,-,1518.5098,-,1754.6508,-,-,-,-
Lyso PA 18:1,+Cl,857.54767,-,-,-,-,-,-,-,202.68279,-,-,-
Lyso PA 18:1,[M]-,-,602.26984,224.3085,-,-,-,-,-,-,-,-,126.2451
Lyso PC 15:0,+H,330195.22,247147.94,234185.06,79247.96,226411.0,40619.145,196137.7,1954.5326,20056.127,363529.2,-,264625.56
Lyso PC 15:0,+Na,28978.264,266289.06,97592.33,81225.805,159880.89,113188.41,342801.88,1126.9248,11507.753,85167.21,-,282329.34
Lyso PC 15:0,+K,322.87784,13733.017,1965.5645,8814.832,1979.8655,9464.544,14080.581,-,334.7814,247.14986,-,18337.236
Lyso PC 15:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PC 15:0,-H,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PC 15:0,+Cl,7252.1104,-,-,-,274.79935,197.56062,-,-,634.9086,176.8626,-,-
Lyso PC 15:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PE 18:0,+H,-,11375.682,42891.46,17494.176,1350.8114,9625.115,51500.18,95.59287,2229.6384,654.86005,-,19515.541
Lyso PE 18:0,+Na,438.47787,67262.89,58165.24,54429.547,28731.652,38976.68,185407.08,502.48914,5130.2046,49108.855,-,78041.984
Lyso PE 18:0,+K,-,6520.683,2788.292,11265.805,365.86182,2939.2654,8249.448,-,301.42084,224.2819,-,5795.1445
