name_short,adduct,9AA,CHCA,CMBT,ClCCA,DAN,DHAP,DHB,MAPS,NEDC,NOR,PNDI,pNA
cis-Aconitic acid,-H,V,V,V,V,V,V,V,V,-,V,-,V
cis-Aconitic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
cis-Aconitic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
gamma-Aminobutyric acid,+H,-,V,V,V,V,V,V,-,-,-,-,V
gamma-Aminobutyric acid,+Na,-,V,V,V,V,V,V,-,-,V,-,V
gamma-Aminobutyric acid,+K,-,X,-,V,-,-,-,-,-,-,-,V
gamma-Aminobutyric acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
gamma-Aminobutyric acid,-H,V,-,-,-,V,-,-,-,-,V,-,V
gamma-Aminobutyric acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,X
gamma-Aminobutyric acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
myo-Inositol,+H,-,-,-,-,-,-,-,-,-,-,-,-
myo-Inositol,+Na,-,V,V,V,V,V,V,-,-,V,X,V
myo-Inositol,+K,-,X,X,V,-,-,X,-,-,-,X,-
myo-Inositol,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
myo-Inositol,-H,V,V,-,-,V,-,-,-,-,V,-,V
myo-Inositol,+Cl,V,-,-,-,V,-,-,-,-,-,-,-
myo-Inositol,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
